event_id,timestamp_local,scenario_id,region_id,selected_action,reason,emissions_g_co2e_km,cost_usd_km,distance_km,moer_g_co2e_kwh,price_usd_kwh,objective_score,rejected_actions
E0131,2026-01-06 10:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,34.067583894018085,0.014845852863165953,0.5,117.47442722075203,0.0511925960798826,0.0,E85_CELLULOSIC
E0132,2026-01-06 11:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,29.0355410733519,0.014499999999999999,0.5,100.1225554253514,0.05,0.0,E85_CELLULOSIC
E0133,2026-01-06 12:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,26.781561520842146,0.014845852863165953,2.0,92.350212140835,0.0511925960798826,0.0,E85_CELLULOSIC
E0134,2026-01-06 13:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,29.643293680149082,0.015859842151587932,2.0,102.2182540694796,0.0546891108675446,0.0,E85_CELLULOSIC
E0135,2026-01-06 14:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,38.45777190156573,0.017472866170956503,2.0,132.6130065571232,0.0602512626584707,0.0,E85_CELLULOSIC
E0136,2026-01-06 15:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,51.59224739320266,0.019574999999999967,0.5,177.90430135587127,0.0674999999999999,0.0,E85_CELLULOSIC
E0137,2026-01-06 16:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,65.96758389401795,0.022022986692209364,8.0,227.47442722075155,0.0759413334214116,0.0,E85_CELLULOSIC
E0138,2026-01-06 17:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,78.97232832129441,0.02464999999999994,8.0,272.31837352170487,0.0849999999999998,0.0,E85_CELLULOSIC
E0139,2026-01-06 18:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,89.4456280319255,0.03452701330779057,8.0,308.4332001100879,0.1190586665785882,0.0,E85_CELLULOSIC
E0140,2026-01-06 19:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,8.0,335.5958481347365,0.1274999999999999,0.29999999998335647,ELECTRIC
E0141,2026-01-06 20:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,354.6670677706141,0.1347487373415291,0.29999999998115917,ELECTRIC
E0142,2026-01-06 21:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,366.1189163099436,0.1403108891324553,0.29999999997903537,ELECTRIC
E0143,2026-01-06 22:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,369.97571686895367,0.1188074039201173,0.29999999998539856,ELECTRIC
E0144,2026-01-06 23:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,366.2482088974164,0.12,0.29999999998514854,ELECTRIC
E0145,2026-01-07 00:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,355.2627907560174,0.1188074039201173,0.29999999998539856,ELECTRIC
E0146,2026-01-07 01:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,337.78170133929086,0.1153108891324554,0.29999999998608523,ELECTRIC
E0147,2026-01-07 02:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,91.34987101929282,0.031827133829043466,0.5,314.9995552389408,0.1097487373415292,0.0,E85_CELLULOSIC
E0148,2026-01-07 03:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,83.65527426039989,0.029724999999999994,0.5,288.4664629668962,0.1025,0.0,E85_CELLULOSIC
E0149,2026-01-07 04:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,75.39295789199649,0.027277013307790577,0.5,259.97571686895344,0.0940586665785882,0.0,E85_CELLULOSIC
E0150,2026-01-07 05:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,67.10512433249205,0.024649999999999967,0.5,231.3969804568692,0.0849999999999999,0.0,E85_CELLULOSIC
E0151,2026-01-07 06:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,59.277239272754606,0.02202298669220942,0.5,204.40427335432625,0.0759413334214118,0.0,E85_CELLULOSIC
E0152,2026-01-07 07:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,52.20938331937196,0.019575,8.0,180.03235627369642,0.0675,0.0,E85_CELLULOSIC
E0153,2026-01-07 08:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,45.86941765120194,0.01747286617095653,8.0,158.1704056937998,0.0602512626584708,0.0,E85_CELLULOSIC
E0154,2026-01-07 09:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,39.902966923902696,0.015859842151587932,8.0,137.59643766863,0.0546891108675446,0.0,E85_CELLULOSIC
E0155,2026-01-07 10:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,34.067583894018085,0.014845852863165926,0.5,117.47442722075203,0.0511925960798825,0.0,E85_CELLULOSIC
E0156,2026-01-07 11:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,29.035541073351883,0.014499999999999999,0.5,100.12255542535132,0.05,0.0,E85_CELLULOSIC
E0157,2026-01-07 12:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,26.781561520842136,0.014845852863165926,2.0,92.35021214083496,0.0511925960798825,0.0,E85_CELLULOSIC
E0158,2026-01-07 13:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,29.643293680149,0.015859842151587932,2.0,102.21825406947931,0.0546891108675446,0.0,E85_CELLULOSIC
E0159,2026-01-07 14:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,38.45777190156581,0.01747286617095647,2.0,132.6130065571235,0.0602512626584706,0.0,E85_CELLULOSIC
E0160,2026-01-07 15:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,51.59224739320266,0.019575,0.5,177.90430135587127,0.0675,0.0,E85_CELLULOSIC
E0161,2026-01-07 16:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,65.96758389401805,0.022022986692209364,8.0,227.4744272207519,0.0759413334214116,0.0,E85_CELLULOSIC
E0162,2026-01-07 17:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,78.97232832129438,0.024649999999999967,8.0,272.3183735217048,0.0849999999999999,0.0,E85_CELLULOSIC
E0163,2026-01-07 18:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,89.44562803192537,0.03452701330779057,8.0,308.4332001100875,0.1190586665785882,0.0,E85_CELLULOSIC
E0164,2026-01-07 19:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,8.0,335.595848134737,0.1274999999999998,0.29999999998335647,ELECTRIC
E0165,2026-01-07 20:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,354.6670677706141,0.1347487373415292,0.29999999998115917,ELECTRIC
E0166,2026-01-07 21:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,366.1189163099436,0.1403108891324553,0.29999999997903537,ELECTRIC
E0167,2026-01-07 22:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,369.97571686895367,0.1188074039201173,0.29999999998539856,ELECTRIC
E0168,2026-01-07 23:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,366.2482088974167,0.12,0.29999999998514854,ELECTRIC
